日付,始値,高値,安値,終値,出来高,終値調整値,5日平均,10日平均,25日平均,75日平均,200日平均,ゴールデンクロス（25日）,ゴールデンクロス_A（25日）,デッドクロス（25日）,ゴールデンクロス（終値）,ゴールデンクロス_A（終値）,デッドクロス（終値）,25日平均上昇場,75日平均上昇場,25日平均急上昇ポイント,25日平均上昇陰りポイント,10日平均急上昇ポイント,5営業日後騰落率,10営業日後騰落率,20営業日後騰落率,40営業日後騰落率,乖離率（25日平均）,乖離率（75日平均）,25営業日後騰落率,75営業日後騰落率,75日平均変動率,75営業日後騰落率（10日平均）,40営業日前株価,60営業日前株価,出来高変化率
2010-06-25,1256.6992227979274,1290.0334196891192,1256.6992227979274,1286.7,700.0,1286.7,,,,,,False,False,False,False,False,False,False,False,False,False,False,-0.1658506256314603,-0.1632082070412683,,,,,-0.2124815419289656,-0.2124815419289656,True,,,,1.0
2010-06-28,1208.366851595007,1210.0335644937588,1201.7,1201.7,800.0,1201.7,,,,,,False,False,False,False,False,False,False,False,False,False,False,-0.0846301073479238,-0.1068486311059333,,,,,-0.1678455521344762,-0.1595240076558209,True,,,,1.1428571428571428
2010-06-29,1155.033870967742,1155.033870967742,1136.7,1136.7,900.0,1136.7,,,,,,False,False,False,False,False,False,False,False,False,False,False,-0.032286443212809,-0.0865663763525997,,,,,-0.1173572622503739,-0.1114630069499428,True,,,,1.125
2010-06-30,1116.7015625,1116.7015625,1066.7,1066.7,400.0,1066.7,,,,,,False,False,False,False,False,False,False,False,False,False,False,0.0155620136870721,-0.0359988750351552,,,,,-0.0578419424392988,-0.0531545889190963,True,,,,0.4444444444444444
2010-07-01,1034.9664505672608,1034.9664505672608,1019.9669367909238,1028.3,500.0,1028.3,1144.02,,,,,False,False,False,False,False,False,False,False,False,False,False,0.066517553243217,0.0016532140425946,,,,,-0.024311971214626,-0.0177963629291062,True,,,,1.25
2010-07-02,1073.3,1073.3,1073.3,1073.3,400.0,1073.3,1101.34,,,,,False,False,False,False,False,False,False,False,False,False,False,0.0031678002422436,0.0900959657132209,,,,,-0.0791950060560887,-0.065219416752073,True,,,,0.8
2010-07-06,1100.0,1100.0,1100.0,1100.0,400.0,1100.0,1081.0,,,,,False,False,False,False,False,False,False,False,False,False,False,-0.0242727272727273,0.0075454545454545,,,,,-0.0909090909090909,-0.0863636363636363,True,,,,1.0
2010-07-07,1100.0,1100.0,1100.0,1100.0,200.0,1100.0,1073.66,,,,,False,False,False,False,False,False,False,False,False,False,False,-0.0560909090909091,0.0060909090909091,,,,,-0.0909090909090909,-0.0848181818181817,True,,,,0.5
2010-07-08,1076.6335384615384,1086.6332307692307,1076.6335384615384,1083.3,400.0,1083.3,1076.98,,,,,False,False,False,False,False,False,False,False,False,False,False,-0.0507707929474753,-0.0245546016800516,,,,,-0.0861257269454444,-0.0722791470506784,True,,,,2.0
2010-07-09,1096.7,1096.7,1096.7,1096.7,200.0,1096.7,1090.66,1117.34,,,,False,False,False,False,False,False,False,False,False,False,False,-0.0608188200966536,-0.0152275006838698,,,,,-0.0911826388255676,-0.0820643749430108,True,-0.0978574113519608,,,0.5
2010-07-12,1081.7001547987618,1100.0340557275542,1076.7,1076.7,700.0,1076.7,1091.34,1096.34,,,,False,False,False,False,False,False,False,False,False,False,False,0.0866536639732515,-0.0124454351258475,,,,,-0.0728150831243615,-0.0650134670753227,True,-0.0811791962347446,,,3.5
2010-07-13,1073.3,1073.3,1073.3,1073.3,200.0,1073.3,1086.0,1083.5,,,,False,False,False,False,False,False,False,False,False,False,False,0.0326097083760365,-0.0061492592937668,,,,,-0.0713686760458398,-0.0605608869840678,True,-0.0704476234425474,,,0.2857142857142857
2010-07-14,1051.6329052969502,1051.6329052969502,1038.3,1038.3,200.0,1038.3,1073.66,1073.66,,,,False,False,False,False,False,False,False,False,False,False,False,0.0658769141866513,0.0240778195126649,,,,,-0.0433400751227968,-0.0304343638640083,True,-0.0622357170798949,,,1.0
2010-07-15,1034.9664505672608,1034.9664505672608,1028.3,1028.3,600.0,1028.3,1062.66,1069.82,,,,False,False,False,False,False,False,False,False,False,False,False,0.0276183992998153,0.0065156082855198,,,,,-0.0421083341437323,-0.0177963629291062,True,-0.0588697164008897,,,3.0
2010-07-16,1030.0,1030.0,1030.0,1030.0,200.0,1030.0,1049.3200000000002,1069.99,,,,False,False,False,False,False,False,False,False,False,False,False,0.0485436893203883,0.0048543689320388,,,,,-0.0420388349514562,-0.0226213592233009,True,-0.0593276572678249,,,0.3333333333333333
2010-07-20,1076.6666666666663,1170.0,1076.6666666666663,1170.0,600.0,1170.0,1067.98,1079.66,,,,False,False,False,False,False,False,False,False,False,False,True,-0.0911965811965812,-0.1339316239316239,,,,,-0.1623931623931624,-0.1339316239316239,True,-0.066826593557231,,,3.0
2010-07-21,1161.6317293233085,1161.6317293233085,1084.9673684210527,1108.3,1400.0,1108.3,1074.98,1080.49,,,,False,False,False,False,False,False,False,False,False,False,False,-0.0375349634575475,-0.0977172245781827,,,,,-0.1272218713344762,-0.0916719299828565,True,-0.0673860933465372,,,2.333333333333333
2010-07-22,1100.0331325301206,1106.7,1085.0326807228917,1106.7,500.0,1106.7,1088.66,1081.16,,,,False,False,False,False,False,False,False,False,False,False,False,-0.0392156862745098,-0.093430920755399,,,,,-0.1117737417547664,-0.0753591759284359,True,-0.0664286507084983,,,0.3571428571428571
2010-07-23,1066.7003154574131,1071.7004731861198,1056.7,1056.7,1700.0,1056.7,1094.34,1078.5000000000002,,,,False,False,False,False,False,False,False,False,False,False,False,-0.0205356297908583,-0.0489259013911233,,,,,-0.0700293366139869,-0.0126809879814517,True,-0.0605748725081134,,,3.4
2010-07-26,1056.6666666666663,1080.0,1056.6666666666663,1080.0,200.0,1080.0,1104.34,1076.8300000000002,,,,False,False,False,False,False,False,False,False,False,False,False,-0.0416666666666666,-0.0710185185185185,,,,,-0.1043518518518518,0.0432407407407407,True,-0.0479741463369334,,,0.1176470588235294
2010-07-27,1066.6332288401254,1073.299686520376,1063.3,1063.3,700.0,1063.3,1083.0,1075.49,,,,False,False,False,False,False,False,False,False,False,False,False,-0.0470234176619956,-0.0705351264929935,,,,,-0.0761779366124331,0.043919872096304,True,-0.0371830514463175,,,3.5
2010-07-28,1065.03328125,1068.36671875,1033.365625,1066.7,1600.0,1066.7,1074.6799999999998,1074.83,,,,False,False,False,False,False,False,False,False,False,False,False,-0.0625292959595013,-0.0625292959595013,,,,,-0.1034967657260711,0.0499671885253585,True,-0.0261994920126902,,,2.2857142857142856
2010-07-29,1083.2993730407522,1083.2993730407522,1043.3006269592477,1063.3,1200.0,1063.3,1066.0,1077.33,,,,False,False,False,False,False,False,False,False,False,False,True,-0.0564281011943948,-0.0595316467600864,,,,,-0.1015705821499106,0.0596256935954106,True,-0.0173205981454149,,,0.75
2010-07-30,1036.6666666666663,1040.0,1035.0,1035.0,2000.0,1035.0,1061.66,1078.0,,,,False,False,False,False,False,False,False,False,False,False,False,-0.0289855072463768,-0.0434782608695652,,,,,-0.0770048309178744,0.0917874396135265,True,-0.006799628942486,,,1.6666666666666667
2010-08-02,1035.0,1035.0,1006.6666666666666,1035.0,2700.0,1035.0,1052.66,1078.5,1088.2,,,False,False,False,False,False,False,False,False,False,False,False,-0.0306280193236715,-0.0370048309178743,,,-0.0514009661835749,,-0.0775845410628018,0.1175845410628019,True,0.0066481223922114,,,1.35
2010-08-03,1018.2998355263156,1018.2998355263156,1003.3003289473684,1013.3,1200.0,1013.3,1042.66,1062.83,1077.264,,,False,False,False,False,False,False,False,False,False,False,False,-0.0246718642060594,-0.0148031185236356,,,-0.0631244448830553,,-0.0528964768577912,0.1743807362084279,True,0.0381152206843991,,,0.4444444444444444
2010-08-04,1016.6666666666666,1016.6666666666666,1000.0,1000.0,1300.0,1000.0,1029.3200000000002,1052.0,1069.196,,,False,False,False,False,False,False,False,False,False,False,False,0.0,-0.0032999999999999,,,-0.0691959999999999,,-0.035,0.2067,True,0.0678136882129276,,,1.0833333333333333
2010-08-05,1029.965780730897,1029.965780730897,1003.3,1003.3,400.0,1003.3,1017.32,1041.66,1063.86,,,False,False,False,False,False,False,False,False,False,False,False,-0.0032891458187979,-0.009967108541812,,,-0.0603608093292135,,-0.029901325625436,0.2226652048240806,True,0.0979398268148915,,,0.3076923076923077
2010-08-06,1003.3333333333331,1006.6666666666666,1003.3333333333331,1005.0,1000.0,1005.0,1011.32,1036.49,1061.392,,,False,False,False,False,False,False,False,False,False,False,False,-0.0149253731343283,-0.0199004975124378,,,-0.0561114427860697,,-0.0345273631840796,0.2099502487562189,True,0.1200783413250489,,,2.5
2010-08-09,1004.966611295681,1004.966611295681,1003.3,1003.3,500.0,1003.3,1004.98,1028.82,1060.392,,,False,False,False,False,False,False,False,False,False,False,False,-0.0065782916375958,-0.0165454001794078,,,-0.0569042160869132,,-0.0289046147712548,0.1860859164756304,True,0.1345813650589996,,,0.5
