日付,始値,高値,安値,終値,出来高,終値調整値,5日平均,10日平均,25日平均,75日平均,200日平均,ゴールデンクロス（25日）,ゴールデンクロス_A（25日）,デッドクロス（25日）,ゴールデンクロス（終値）,ゴールデンクロス_A（終値）,デッドクロス（終値）,25日平均上昇場,75日平均上昇場,25日平均急上昇ポイント,25日平均上昇陰りポイント,10日平均急上昇ポイント,5営業日後騰落率,10営業日後騰落率,20営業日後騰落率,40営業日後騰落率,乖離率（25日平均）,乖離率（75日平均）,25営業日後騰落率,75営業日後騰落率,75日平均変動率,75営業日後騰落率（10日平均）,40営業日前株価,60営業日前株価
2012-11-27,482.0,482.0,482.0,482.0,100.0,482.0,,,,,,False,False,False,False,False,False,False,False,False,False,False,0.0394190871369294,0.1296680497925311,,,,,0.2344398340248962,0.1058091286307053,True,,,
2012-11-28,481.5,481.5,481.5,481.5,100.0,481.5,,,,,,False,False,False,False,False,False,False,False,False,False,False,0.0581516095534787,0.1838006230529595,,,,,0.2357217030114226,0.0903426791277258,True,,,
2012-11-30,486.0,499.0,486.0,499.0,200.0,499.0,,,,,,False,False,False,False,False,False,False,False,False,False,False,0.0300601202404809,0.1773547094188376,,,,,0.1923847695390781,0.0511022044088176,True,,,
2012-12-03,499.0,500.5,499.0,499.0,1900.0,499.0,,,,,,False,False,False,False,False,False,False,False,False,False,False,0.0561122244488977,0.1603206412825651,,,,,0.2124248496993988,0.0721442885771543,True,,,
2012-12-04,499.0,500.0,498.0,498.0,1600.0,498.0,491.9,,,,,False,False,False,False,False,False,False,False,False,False,False,0.0753012048192771,0.1897590361445783,,,,,0.2449799196787148,0.0843373493975903,True,,,
2012-12-05,500.0,509.5,499.0,501.0,5100.0,501.0,495.7,,,,,False,False,False,False,False,False,False,False,False,False,False,0.0868263473053892,0.1377245508982036,,,,,0.2195608782435129,0.0878243512974051,True,,,
2012-12-06,502.5,509.5,502.5,509.5,800.0,509.5,501.3,,,,,False,False,False,False,False,False,False,False,False,False,False,0.1187438665358194,0.0785083415112855,,,,,0.2315996074582924,0.0745829244357213,True,,,
2012-12-07,510.5,520.0,510.5,514.0,2800.0,514.0,504.3,,,,,False,False,False,False,False,False,False,False,False,False,False,0.1429961089494163,0.0573929961089494,,,,,0.2159533073929961,0.0603112840466926,True,,,
2012-12-10,529.0,535.0,527.0,527.0,3700.0,527.0,509.9,,,,,False,False,False,False,False,False,False,False,False,False,False,0.0986717267552182,0.0721062618595825,,,,,0.1669829222011385,0.0445920303605313,True,,,
2012-12-11,534.5,540.0,531.0,535.5,5900.0,535.5,517.4,504.65,,,,False,False,False,False,False,False,False,False,False,False,False,0.1064425770308123,0.0915032679738562,,,,,0.1559290382819794,0.0261437908496732,True,0.0690577628059051,,
2012-12-12,542.0,544.5,533.5,544.5,2400.0,544.5,526.1,510.9,,,,False,False,False,False,False,False,False,False,False,False,False,0.046831955922865,0.071625344352617,,,,,0.1019283746556473,0.0018365472910927,True,0.0584263065179096,,
2012-12-13,559.5,588.5,550.0,570.0,5700.0,570.0,538.2,519.75,,,,False,False,False,False,False,False,False,False,False,False,False,-0.0359649122807017,0.0149122807017543,,,,,0.0614035087719298,-0.0517543859649122,True,0.0433862433862433,,
2012-12-14,571.0,596.5,571.0,587.5,4200.0,587.5,552.9,528.6,,,,False,False,False,False,False,False,False,False,False,False,False,-0.0748936170212766,0.0127659574468085,,,,,0.0434042553191489,-0.0757446808510638,True,0.0294173287930381,,
2012-12-17,602.5,611.5,573.0,579.0,5600.0,579.0,563.3,536.6,,,,False,False,False,False,False,False,False,False,False,False,False,-0.0241796200345423,0.0302245250431778,,,,,0.0958549222797927,-0.0587219343696027,True,0.0159336563548266,,
2012-12-18,580.0,592.5,579.0,592.5,3500.0,592.5,574.7,546.05,,,,False,False,False,False,False,False,False,False,False,False,False,-0.0135021097046413,0.0042194092827004,,,,,0.0962025316455696,-0.0784810126582278,True,-0.0005494002380733,,
2012-12-19,594.0,594.0,560.0,570.0,4400.0,570.0,579.8,552.95,,,,False,False,False,False,False,False,False,False,False,False,False,0.0236842105263157,0.043859649122807,,,,,0.1657894736842105,-0.019298245614035,True,-0.0104891943213673,,
2012-12-20,568.0,568.0,549.0,549.5,7300.0,549.5,575.7,556.95,,,,False,False,False,False,False,False,False,False,False,False,False,0.0527752502274795,0.0828025477707006,,,,,0.1965423111919927,0.0100090991810737,True,-0.0162492144716762,,
